num,polygon
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
1,"[[13.736055, 13.736055], [13.736055, 0.0], [0.0, 0.0], [0.0, 13.736055], [13.736055, 13.736055]]"
