num,polygon
1,"[[0.0, 0.0], [-0.05, -3.21], [0.01, -6.42], [1.51, -6.6], [2.59, -6.91], [4.23, -7.38], [5.47, -7.7], [6.8, -8.01], [8.58, -8.37], [9.88, -6.82], [10.75, -6.2], [12.11, -5.53], [13.19, -5.27], [14.81, -5.26], [15.97, -5.4], [17.37, -5.64], [17.19, -4.4], [17.08, -3.17], [17.18, -1.94], [17.36, -0.7], [15.96, -0.95], [14.8, -1.09], [13.18, -1.09], [12.1, -0.83], [10.74, -0.17], [9.86, 0.45], [8.56, 1.99], [6.78, 1.62], [5.45, 1.31], [4.21, 0.98], [2.57, 0.5], [1.49, 0.19], [0.0, 0.0]]"
1,"[[0.0, 0.0], [-0.05, -3.21], [0.01, -6.42], [1.51, -6.6], [2.59, -6.91], [4.23, -7.38], [5.47, -7.7], [6.8, -8.01], [8.58, -8.37], [9.88, -6.82], [10.75, -6.2], [12.11, -5.53], [13.19, -5.27], [14.81, -5.26], [15.97, -5.4], [17.37, -5.64], [17.19, -4.4], [17.08, -3.17], [17.18, -1.94], [17.36, -0.7], [15.96, -0.95], [14.8, -1.09], [13.18, -1.09], [12.1, -0.83], [10.74, -0.17], [9.86, 0.45], [8.56, 1.99], [6.78, 1.62], [5.45, 1.31], [4.21, 0.98], [2.57, 0.5], [1.49, 0.19], [0.0, 0.0]]"
1,"[[0.0, 0.0], [-0.05, -3.21], [0.01, -6.42], [1.51, -6.6], [2.59, -6.91], [4.23, -7.38], [5.47, -7.7], [6.8, -8.01], [8.58, -8.37], [9.88, -6.82], [10.75, -6.2], [12.11, -5.53], [13.19, -5.27], [14.81, -5.26], [15.97, -5.4], [17.37, -5.64], [17.19, -4.4], [17.08, -3.17], [17.18, -1.94], [17.36, -0.7], [15.96, -0.95], [14.8, -1.09], [13.18, -1.09], [12.1, -0.83], [10.74, -0.17], [9.86, 0.45], [8.56, 1.99], [6.78, 1.62], [5.45, 1.31], [4.21, 0.98], [2.57, 0.5], [1.49, 0.19], [0.0, 0.0]]"
1,"[[-1.753889, -0.724795], [-3.04, -1.51], [-4.07, -1.93], [-5.1, -2.08], [-6.73, -1.92], [-7.9, -1.69], [-9.9, -1.24], [-10.29, -2.92], [-7.6, -3.53], [-5.31, -4.04], [-4.13, -4.3], [-2.88, -5.1], [-2.52, -7.0], [-2.52, -8.62], [-2.74, -10.15], [-5.33, -11.57], [-7.62, -12.07], [-10.31, -12.67], [-9.93, -14.35], [-7.93, -13.91], [-6.75, -13.68], [-5.12, -13.53], [-4.09, -13.68], [-3.07, -14.11], [-1.804118, -14.882854], [0.064217, -15.689188], [3.19, -14.99], [2.7, -12.9], [2.48, -11.43], [2.41, -9.22], [2.42, -7.82], [2.42, -6.42], [2.46, -4.94], [2.57, -3.58], [3.22, -0.65], [0.158475, 0.080411], [-1.753889, -0.724795]]"
1,"[[-1.753889, -0.724795], [-3.04, -1.51], [-4.07, -1.93], [-5.1, -2.08], [-6.73, -1.92], [-7.9, -1.69], [-9.9, -1.24], [-10.29, -2.92], [-7.6, -3.53], [-5.31, -4.04], [-4.13, -4.3], [-2.88, -5.1], [-2.52, -7.0], [-2.52, -8.62], [-2.74, -10.15], [-5.33, -11.57], [-7.62, -12.07], [-10.31, -12.67], [-9.93, -14.35], [-7.93, -13.91], [-6.75, -13.68], [-5.12, -13.53], [-4.09, -13.68], [-3.07, -14.11], [-1.804118, -14.882854], [0.064217, -15.689188], [3.19, -14.99], [2.7, -12.9], [2.48, -11.43], [2.41, -9.22], [2.42, -7.82], [2.42, -6.42], [2.46, -4.94], [2.57, -3.58], [3.22, -0.65], [0.158475, 0.080411], [-1.753889, -0.724795]]"
1,"[[-1.753889, -0.724795], [-3.04, -1.51], [-4.07, -1.93], [-5.1, -2.08], [-6.73, -1.92], [-7.9, -1.69], [-9.9, -1.24], [-10.29, -2.92], [-7.6, -3.53], [-5.31, -4.04], [-4.13, -4.3], [-2.88, -5.1], [-2.52, -7.0], [-2.52, -8.62], [-2.74, -10.15], [-5.33, -11.57], [-7.62, -12.07], [-10.31, -12.67], [-9.93, -14.35], [-7.93, -13.91], [-6.75, -13.68], [-5.12, -13.53], [-4.09, -13.68], [-3.07, -14.11], [-1.804118, -14.882854], [0.064217, -15.689188], [3.19, -14.99], [2.7, -12.9], [2.48, -11.43], [2.41, -9.22], [2.42, -7.82], [2.42, -6.42], [2.46, -4.94], [2.57, -3.58], [3.22, -0.65], [0.158475, 0.080411], [-1.753889, -0.724795]]"
1,"[[0.0, 0.0], [-0.04, -1.23], [-0.08, -2.91], [-0.17, -4.54], [-0.4, -6.2], [1.19, -6.19], [2.46, -5.38], [3.52, -5.01], [4.92, -4.58], [6.47, -4.16], [7.66, -3.69], [9.13, -3.02], [10.61, -2.24], [10.46, -1.0], [10.37, 0.02], [10.61, 2.24], [9.13, 3.02], [7.66, 3.69], [6.47, 4.16], [4.92, 4.58], [3.52, 5.01], [2.46, 5.38], [1.19, 6.19], [-0.4, 6.2], [-0.17, 4.54], [-0.08, 2.91], [-0.04, 1.23], [0.0, 0.0]]"
1,"[[0.0, 0.0], [-0.04, -1.23], [-0.08, -2.91], [-0.17, -4.54], [-0.4, -6.2], [1.19, -6.19], [2.46, -5.38], [3.52, -5.01], [4.92, -4.58], [6.47, -4.16], [7.66, -3.69], [9.13, -3.02], [10.61, -2.24], [10.46, -1.0], [10.37, 0.02], [10.61, 2.24], [9.13, 3.02], [7.66, 3.69], [6.47, 4.16], [4.92, 4.58], [3.52, 5.01], [2.46, 5.38], [1.19, 6.19], [-0.4, 6.2], [-0.17, 4.54], [-0.08, 2.91], [-0.04, 1.23], [0.0, 0.0]]"
1,"[[0.0, 0.0], [-0.04, -1.23], [-0.08, -2.91], [-0.17, -4.54], [-0.4, -6.2], [1.19, -6.19], [2.46, -5.38], [3.52, -5.01], [4.92, -4.58], [6.47, -4.16], [7.66, -3.69], [9.13, -3.02], [10.61, -2.24], [10.46, -1.0], [10.37, 0.02], [10.61, 2.24], [9.13, 3.02], [7.66, 3.69], [6.47, 4.16], [4.92, 4.58], [3.52, 5.01], [2.46, 5.38], [1.19, 6.19], [-0.4, 6.2], [-0.17, 4.54], [-0.08, 2.91], [-0.04, 1.23], [0.0, 0.0]]"
1,"[[0.0, -0.072222], [1.298, -0.360667], [3.068846, 0.229615], [4.95, 1.1], [6.16, 1.72], [7.37, 2.38], [8.55, 2.9], [9.59, 3.13], [10.71, 3.06], [12.75, 2.55], [12.6, 3.94], [12.5, 4.99], [12.6, 6.06], [12.75, 7.45], [10.71, 6.94], [9.59, 6.87], [8.55, 7.1], [7.37, 7.62], [6.16, 8.28], [4.95, 8.9], [3.068846, 9.770385], [1.298, 10.360667], [0.0, 10.072222], [0.0, -0.072222]]"
