num,polygon
1,"[[4.70622, 3.179626], [-3.821792, 4.287481], [-2.895004, -4.915997], [2.977113, -3.882897], [4.70622, 3.179626]]"
1,"[[3.972293, 3.635817], [-4.306118, 3.4852], [-2.419358, -4.270902], [3.482346, -3.622762], [3.972293, 3.635817]]"
1,"[[4.095199, 3.632643], [-3.222242, 4.052255], [-4.863035, -4.381824], [4.933805, -0.00032], [4.095199, 3.632643]]"
1,"[[4.792829, 2.027119], [-1.83455, 4.204818], [-3.98927, -2.856276], [4.182335, -3.320862], [4.792829, 2.027119]]"
1,"[[3.949411, 3.238904], [-3.825622, 3.344638], [-3.76577, -4.436916], [3.321213, -1.809684], [3.949411, 3.238904]]"
1,"[[2.787593, 3.517714], [-3.413198, 1.373422], [-1.3964, -4.685633], [4.924807, -4.423971], [2.787593, 3.517714]]"
1,"[[2.67961, 4.500933], [-4.060015, 3.215807], [-4.563193, -1.315228], [2.108665, -4.487891], [2.67961, 4.500933]]"
1,"[[3.333691, 2.762392], [-3.741936, 4.425689], [-4.554767, -1.562914], [0.102499, -4.942615], [3.333691, 2.762392]]"
1,"[[3.289449, 2.213391], [-4.595807, 3.273976], [-0.943442, -4.830362], [3.468802, -4.438795], [3.289449, 2.213391]]"
1,"[[0.83142, 2.403521], [-4.733712, 0.439011], [-4.668656, -4.63878], [4.470756, -3.958036], [0.83142, 2.403521]]"
1,"[[4.162721, 0.413145], [-4.240633, 4.625496], [-4.446583, -3.428537], [0.525995, -3.515417], [4.162721, 0.413145]]"
1,"[[4.740498, 2.902219], [-4.328776, 4.116803], [-0.82366, -4.88499], [1.896637, -3.020539], [4.740498, 2.902219]]"
1,"[[4.6068, 4.380815], [-4.595372, 1.746924], [-2.247934, -4.851156], [2.475039, -1.353252], [4.6068, 4.380815]]"
1,"[[3.728763, 3.930481], [-2.060585, 2.015976], [-2.121391, -3.931463], [4.453378, -4.001591], [3.728763, 3.930481]]"
1,"[[2.684267, 1.930406], [-4.389439, 4.467069], [-4.358986, -2.604808], [0.3502, -4.42438], [2.684267, 1.930406]]"
1,"[[1.128603, 3.582835], [-1.322526, 2.088422], [-4.456581, -4.064528], [4.902493, -4.203587], [1.128603, 3.582835]]"
1,"[[2.873728, 2.563392], [-1.735394, 3.433044], [-3.45488, -3.585688], [3.464951, -4.571714], [2.873728, 2.563392]]"
1,"[[1.346359, 2.084071], [-4.769952, 3.225579], [-3.681103, -4.129536], [4.660953, -1.532166], [1.346359, 2.084071]]"
1,"[[4.168712, 4.425598], [-4.034086, 4.094267], [-0.984908, -4.992447], [1.884904, -1.070346], [4.168712, 4.425598]]"
1,"[[3.292022, 4.243154], [-3.220693, 0.08857], [-2.867592, -2.853058], [4.325361, -4.559721], [3.292022, 4.243154]]"
1,"[[1.165965, 3.980303], [-4.194467, 3.685785], [-2.992541, -3.222997], [3.653742, -1.951623], [1.165965, 3.980303]]"
1,"[[4.016513, 2.205543], [-3.31662, 4.981147], [-2.618713, -4.572474], [3.011024, -0.283075], [4.016513, 2.205543]]"
1,"[[1.747412, 4.546373], [-3.302292, 4.067515], [-2.557727, -1.309777], [3.48192, -4.642524], [1.747412, 4.546373]]"
1,"[[4.510236, 3.153338], [-2.520916, 4.721575], [-3.002097, -0.074197], [0.65045, -4.19405], [4.510236, 3.153338]]"
1,"[[4.909972, 4.549485], [-3.73204, 1.22615], [-1.137474, -3.726102], [3.729338, -1.290946], [4.909972, 4.549485]]"
1,"[[2.73636, 4.251019], [-3.24462, 4.801425], [-4.634237, -0.46612], [1.385183, -2.667928], [2.73636, 4.251019]]"
1,"[[3.511212, 4.496073], [-2.703215, 4.92544], [-0.620996, -4.228463], [2.688061, -2.291842], [3.511212, 4.496073]]"
1,"[[2.512307, 4.657567], [-1.40277, 2.440955], [-4.48246, -2.274308], [2.568379, -4.577127], [2.512307, 4.657567]]"
1,"[[2.799708, 1.303248], [-1.507709, 3.631137], [-3.9239, -3.125331], [3.815858, -4.219246], [2.799708, 1.303248]]"
1,"[[3.066922, 3.372312], [-2.555639, 3.802358], [-4.472815, -1.513236], [3.690225, -2.248554], [3.066922, 3.372312]]"
1,"[[0.614424, 4.093184], [-3.821649, 0.51457], [-1.517168, -4.787357], [3.690372, -3.76834], [0.614424, 4.093184]]"
1,"[[3.665669, 1.709863], [-3.059143, 4.49243], [-1.311935, -3.117467], [4.62059, -3.185326], [3.665669, 1.709863]]"
1,"[[3.309379, 0.115139], [-4.276056, 2.863479], [-4.061748, -4.16841], [4.773066, -1.968291], [3.309379, 0.115139]]"
1,"[[4.756426, 4.870209], [-0.741048, 2.641554], [-4.366666, -0.956404], [3.495126, -2.716679], [4.756426, 4.870209]]"
1,"[[3.807927, 1.14008], [-4.409117, 0.8668], [-3.063453, -4.551446], [3.584636, -3.215241], [3.807927, 1.14008]]"
1,"[[4.22436, 4.121815], [-2.318812, 1.988751], [-1.67969, -1.529252], [4.548667, -3.799568], [4.22436, 4.121815]]"
1,"[[4.051215, 0.162911], [-1.29323, 1.666413], [-4.780541, -4.229744], [3.887437, -3.947913], [4.051215, 0.162911]]"
1,"[[0.816877, 4.929538], [-2.085418, 0.808461], [-3.353805, -3.29608], [4.085172, -4.301113], [0.816877, 4.929538]]"
1,"[[1.194871, 4.905224], [-4.836125, 4.724837], [-1.374758, -1.32831], [3.326207, -3.352466], [1.194871, 4.905224]]"
1,"[[3.531458, 4.53753], [-4.461893, 0.559728], [-3.712927, -3.186838], [1.419226, -3.00267], [3.531458, 4.53753]]"
