num,polygon
1,"[[0.0, 0.86], [9.66, 1.42], [19.83, 0.0], [21.85, 2.38], [27.34, 2.17], [30.0, 7.67], [28.19, 9.0], [28.19, 13.6], [30.0, 14.93], [27.34, 20.43], [21.85, 20.22], [19.83, 22.6], [9.66, 21.18], [0.0, 21.74], [0.0, 0.86]]"
1,"[[0.0, 0.86], [9.66, 1.42], [19.83, 0.0], [21.85, 2.38], [27.34, 2.17], [30.0, 7.67], [28.19, 9.0], [28.19, 13.6], [30.0, 14.93], [27.34, 20.43], [21.85, 20.22], [19.83, 22.6], [9.66, 21.18], [0.0, 21.74], [0.0, 0.86]]"
1,"[[0.56, 0.73], [10.66, 1.43], [18.91, 0.0], [21.86, 2.88], [25.73, 2.41], [26.76, 9.26], [25.94, 13.66], [0.0, 13.66], [0.56, 0.73]]"
1,"[[0.56, 0.73], [10.66, 1.43], [18.91, 0.0], [21.86, 2.88], [25.73, 2.41], [26.76, 9.26], [25.94, 13.66], [0.0, 13.66], [0.56, 0.73]]"
1,"[[0.0, 1.73], [17.61, 0.0], [21.83, 6.5], [21.83, 10.1], [17.61, 16.6], [0.0, 14.87], [0.0, 1.73]]"
1,"[[0.0, 1.73], [17.61, 0.0], [21.83, 6.5], [21.83, 10.1], [17.61, 16.6], [0.0, 14.87], [0.0, 1.73]]"
1,"[[0.0, 1.73], [17.61, 0.0], [21.83, 6.5], [21.83, 10.1], [17.61, 16.6], [0.0, 14.87], [0.0, 1.73]]"
1,"[[0.0, 1.73], [17.61, 0.0], [21.83, 6.5], [21.83, 10.1], [17.61, 16.6], [0.0, 14.87], [0.0, 1.73]]"
1,"[[0.0, 0.0], [24.99, 0.0], [27.05, 3.87], [26.22, 9.34], [21.48, 9.67], [19.2, 11.52], [10.61, 10.59], [0.0, 11.25], [0.0, 0.0]]"
1,"[[0.0, 0.0], [24.99, 0.0], [27.05, 3.87], [26.22, 9.34], [21.48, 9.67], [19.2, 11.52], [10.61, 10.59], [0.0, 11.25], [0.0, 0.0]]"
1,"[[0.0, 0.0], [30.34, 0.0], [30.34, 2.61], [0.0, 2.61], [0.0, 0.0]]"
1,"[[0.0, 0.0], [30.34, 0.0], [30.34, 2.61], [0.0, 2.61], [0.0, 0.0]]"
1,"[[0.0, 0.0], [9.36, 0.0], [9.36, 6.59], [0.0, 6.59], [0.0, 0.0]]"
1,"[[0.0, 0.0], [9.36, 0.0], [9.36, 6.59], [0.0, 6.59], [0.0, 0.0]]"
1,"[[0.0, 0.0], [9.36, 0.0], [9.36, 6.59], [0.0, 6.59], [0.0, 0.0]]"
1,"[[0.0, 0.0], [9.36, 0.0], [9.36, 6.59], [0.0, 6.59], [0.0, 0.0]]"
1,"[[0.0, 0.0], [4.11, 0.65], [8.0, 0.0], [11.89, 0.65], [16.0, 0.0], [15.0, 3.68], [8.0, 2.86], [1.0, 3.68], [0.0, 0.0]]"
1,"[[0.0, 0.0], [4.11, 0.65], [8.0, 0.0], [11.89, 0.65], [16.0, 0.0], [15.0, 3.68], [8.0, 2.86], [1.0, 3.68], [0.0, 0.0]]"
1,"[[0.0, 0.0], [4.11, 0.65], [8.0, 0.0], [11.89, 0.65], [16.0, 0.0], [15.0, 3.68], [8.0, 2.86], [1.0, 3.68], [0.0, 0.0]]"
1,"[[0.0, 0.0], [4.11, 0.65], [8.0, 0.0], [11.89, 0.65], [16.0, 0.0], [15.0, 3.68], [8.0, 2.86], [1.0, 3.68], [0.0, 0.0]]"
1,"[[0.74, 0.0], [8.7, 1.19], [16.66, 0.0], [17.4, 1.25], [8.7, 3.05], [0.0, 1.25], [0.74, 0.0]]"
1,"[[0.74, 0.0], [8.7, 1.19], [16.66, 0.0], [17.4, 1.25], [8.7, 3.05], [0.0, 1.25], [0.74, 0.0]]"
1,"[[0.74, 0.0], [8.7, 1.19], [16.66, 0.0], [17.4, 1.25], [8.7, 3.05], [0.0, 1.25], [0.74, 0.0]]"
1,"[[0.74, 0.0], [8.7, 1.19], [16.66, 0.0], [17.4, 1.25], [8.7, 3.05], [0.0, 1.25], [0.74, 0.0]]"
