num,polygon
1,"[[0.0, 0.0], [6.995938, -4.97405], [-0.220983, -4.724378]]"
1,"[[0.0, 0.0], [-9.266765, 3.486912], [-9.045782, 8.21129], [0.613576, 7.877121]]"
1,"[[0.0, 0.0], [15.030729, -1.637522], [14.417152, -9.514643], [0.384353, -9.029172]]"
1,"[[0.0, 0.0], [4.693573, 0.423536], [5.077926, -8.605636], [-0.092086, -8.426778]]"
1,"[[0.0, 0.0], [10.032208, 2.469486], [9.940122, -5.957292], [-0.357802, -5.601031]]"
1,"[[0.0, 0.0], [-10.5985, -5.246749], [-10.240697, 0.354281]]"
1,"[[0.0, 0.0], [7.574823, -6.522438], [0.323447, -7.14787]]"
1,"[[0.0, 0.0], [-7.216921, 0.249672], [-7.540368, 7.397542], [0.377966, 8.080498]]"
1,"[[0.0, 0.0], [9.659359, -0.33417], [9.281394, -8.414668], [-0.722658, -9.277518]]"
1,"[[0.0, 0.0], [14.032799, -0.48547], [13.310141, -9.762988], [0.462759, -10.871075]]"
1,"[[0.0, 0.0], [-5.170011, 0.178859], [-5.63277, 11.049933], [0.126179, 11.546643]]"
1,"[[0.0, 0.0], [-10.297925, 0.35626], [-10.171746, 11.902904], [0.820943, 12.851024]]"
1,"[[0.0, 0.0], [12.67932, 1.411358], [11.858378, -11.439666], [0.023392, -12.460434]]"
1,"[[0.0, 0.0], [-5.839897, -5.074504], [-5.863289, 7.385929], [0.376699, 7.924129]]"
1,"[[0.0, 0.0], [6.613347, 8.46204], [6.236649, 0.537911]]"
1,"[[0.0, 0.0], [-7.655195, 10.285287], [-0.922144, 10.753748]]"
1,"[[0.0, 0.0], [-7.251377, -0.625432], [-8.17352, 10.128317], [-0.482528, 10.663427]]"
1,"[[0.0, 0.0], [-7.918333, -0.682956], [-8.400861, 9.98047], [0.495791, 10.599467]]"
1,"[[0.0, 0.0], [-10.004052, -0.86285], [-9.508261, 9.736617], [0.814363, 10.454827]]"
1,"[[0.0, 0.0], [-12.847382, -1.108087], [-12.033019, 9.346739], [-0.432229, 10.15388]]"
1,"[[0.0, 0.0], [5.758948, 0.49671], [6.191178, -9.65717], [-0.110322, -10.095605]]"
1,"[[0.0, 0.0], [-10.992688, -0.94812], [-10.882366, 9.147486], [0.635548, 9.948859]]"
1,"[[0.0, 0.0], [11.834986, 1.020768], [11.199438, -8.928092], [0.018221, -9.706039]]"
1,"[[0.0, 0.0], [-6.239987, -0.538199], [-6.258209, 9.16784], [0.458037, 9.635131]]"
1,"[[0.0, 0.0], [4.723618, 9.827927], [10.960268, 10.365838], [10.50223, 0.730707]]"
1,"[[0.0, 0.0], [-6.733051, -0.468461], [-12.089156, 17.403639], [-1.484957, 17.317104]]"
