num,polygon
1,"[[2.918585, 0.491538], [-0.995271, 2.646494], [-3.461444, 0.100982], [-1.030568, -1.39346], [-0.102449, -0.783788], [2.823694, -4.250521]]"
1,"[[0.92273, 0.957864], [-1.136281, 3.89205], [-0.997307, 1.177766], [-4.63679, -1.471242], [0.247588, -1.38785], [1.068724, -1.136995]]"
1,"[[5.247502, 1.088204], [-0.497677, 0.949027], [-3.485533, 1.117426], [-1.335874, -0.411214], [-0.59195, -1.705222], [3.045506, -2.809972]]"
1,"[[0.996999, 0.900131], [0.687332, 4.484933], [-2.073585, 2.122052], [-2.420536, -1.5478], [0.231447, -0.464469], [2.458887, -1.529649]]"
1,"[[2.758667, 0.20376], [-0.561786, 3.842512], [-1.480076, 0.509843], [-5.355962, -0.451744], [-0.491936, -1.342093], [1.936871, -1.429505]]"
1,"[[3.3465, 4.144336], [-1.618184, 4.814375], [-2.741069, 3.299385], [-2.224471, -3.511011], [-0.694873, -5.194225], [3.099383, -1.40318]]"
1,"[[1.701092, 0.424102], [-0.72109, 1.604515], [-0.471007, 0.583962], [-4.22634, -1.101991], [-0.086094, -2.151111], [2.669127, -0.200793]]"
1,"[[3.174797, 4.110721], [1.499468, 2.905683], [-3.00257, 2.876859], [-3.352238, -1.15792], [1.903461, -4.07635], [1.918033, -1.867557]]"
1,"[[1.63208, 1.108776], [0.575179, 4.464725], [-0.515298, 0.657394], [-1.259697, -1.077189], [-1.017431, -2.087733], [5.004763, -1.930327]]"
1,"[[0.476649, 0.743603], [-1.123517, 3.269819], [-1.777339, 2.193556], [-1.125189, -1.411065], [0.903402, -1.927493], [1.516493, -0.858972]]"
1,"[[0.466808, 0.675705], [-0.564719, 4.165981], [-0.944441, 0.688427], [-3.277004, -2.004119], [1.003856, -3.397118], [2.722151, -3.319709]]"
1,"[[3.988379, 2.471488], [-0.022325, 2.393406], [-4.023006, 1.753679], [-5.268548, -1.241306], [0.257975, -1.80803], [0.777475, -0.726148]]"
1,"[[0.378926, 0.49008], [-0.727355, 2.886431], [-2.511331, 2.052318], [-3.374935, -0.403673], [0.754554, -1.629348], [1.796491, -2.813319]]"
1,"[[1.065519, 0.079794], [-0.870289, 2.890887], [-2.953918, 1.128219], [-3.137352, -0.26802], [1.083649, -3.465857], [0.86387, -0.060149]]"
1,"[[4.474969, 1.834111], [0.74934, 1.914973], [-2.910793, 4.346814], [-1.633908, -0.713299], [0.313278, -4.776473], [2.605874, -3.510218]]"
1,"[[0.657898, 0.521157], [1.238126, 2.555664], [-1.076832, 0.504992], [-4.175265, -2.657178], [-1.50044, -2.627653], [2.730259, -2.469759]]"
1,"[[2.332141, 2.33435], [-0.610447, 1.696779], [-1.48903, 1.346732], [-3.991113, -1.066447], [-1.799724, -4.041273], [3.326442, -1.44146]]"
1,"[[0.583972, 0.134501], [0.113628, 1.432789], [-2.564965, 2.148949], [-2.887766, -4.328101], [-0.462426, -2.631594], [1.021615, -1.496013]]"
1,"[[2.413544, 0.983293], [0.050179, 0.509373], [-1.168818, 0.26189], [-1.623616, -0.060655], [-0.250474, -4.318711], [1.40432, -2.230336]]"
1,"[[5.012838, 0.949049], [0.818591, 1.706175], [-2.357564, 0.651008], [-2.802776, -1.885092], [-2.079819, -3.951162], [0.538878, -0.303333]]"
1,"[[4.516091, 1.544518], [0.38828, 0.975494], [-2.751062, 1.380213], [-2.536688, -0.394517], [0.078681, -0.68415], [3.871081, -0.191259]]"
1,"[[1.570437, 1.847482], [1.15886, 3.682623], [-1.477607, 0.24273], [-2.08551, -1.311685], [0.204858, -1.747354], [3.419955, -3.613462]]"
1,"[[5.150841, 0.847486], [-0.379255, 0.849472], [-4.196372, 1.623802], [-2.098019, -2.506464], [0.381881, -2.715787], [1.979136, -3.287966]]"
1,"[[2.766472, 1.920236], [0.164842, 3.349004], [-4.760021, 0.7914], [-4.718729, -1.826026], [1.020728, -2.757877], [2.474377, -3.959171]]"
1,"[[3.764145, 1.615313], [-0.299216, 5.248849], [-1.559771, 0.32235], [-2.074112, -1.925036], [0.338035, -2.398421], [5.282, -1.140407]]"
1,"[[3.145521, 4.343713], [1.907787, 4.493613], [-4.593892, 2.902137], [-0.261809, -0.426353], [-0.350605, -1.699138], [3.265026, -3.758006]]"
1,"[[0.866655, 1.378861], [-1.369749, 3.846209], [-1.713003, 0.62227], [-2.586809, -0.091369], [1.716385, -4.649916], [4.258903, -1.642154]]"
1,"[[4.646027, 1.11395], [0.908405, 2.436283], [-1.003888, 0.980229], [-1.728702, -0.737257], [-0.155588, -0.662756], [3.194243, -2.946237]]"
1,"[[1.626626, 1.390653], [0.126649, 0.888883], [-2.01091, 1.209538], [-4.585929, -1.143847], [-0.964665, -2.599512], [0.656151, -0.220672]]"
1,"[[4.899781, 0.841493], [0.149098, 4.432678], [-2.989823, 0.070818], [-1.581957, -0.513002], [-0.736551, -4.906271], [3.659968, -2.131363]]"
1,"[[4.360956, 0.604922], [-0.843411, 4.634885], [-0.855426, 0.460907], [-0.757797, -0.379782], [0.29224, -0.564959], [2.595965, -0.161379]]"
